soil,temp,humidity,need water
356,27.31372793,85.44815232,no
356,27.06909959,86.89934108,no
356,28.06642822,85.91625451,no
356,27.73329078,81.13903037,no
271,30.64095781,61.14508627,no
271,25.25596239,71.36669662,no
505,19.6365349,15.85622899,no
505,20.57341244,15.83500655,no
505,20.16080524,19.96978871,no
505,21.53989176,18.25142068,no
505,15.53834801,17.54024066,no
505,19.91853092,14.44008871,no
505,20.76952209,17.85057083,no
505,23.46168338,18.72831993,no
505,24.32116642,16.42891834,no
505,20.12574053,16.39055394,no
505,21.80619564,14.76014523,no
505,19.52226241,17.44534641,no
505,17.00067625,18.09665739,no
708,16.78791503,16.06240074,no
708,24.84906168,14.82633099,no
708,16.51783455,16.80472243,no
708,18.15300153,18.02235902,no
708,23.18864385,16.41998269,no
708,23.38002569,14.74071856,no
708,18.358923,19.83643308,no
708,19.25975367,15.9362937,no
708,22.95458237,15.57324389,no
708,20.120043,17.60756635,no
708,21.14011423,15.27824066,no
708,24.92360104,18.75626255,no
708,15.33042636,14.33847406,no
708,18.81097271,19.76182946,no
708,23.44260668,14.77959596,no
708,22.8352024,15.36143547,no
708,24.9035819,20.59541693,no
708,23.78709569,18.90705639,no
708,22.05592283,21.33953114,no
567,18.87492997,24.24045875,no
567,18.62328774,23.02251117,no
567,23.00884744,18.77621951,no
567,19.33162606,20.31564139,no
567,16.24469193,23.3334788,no
567,17.91652287,23.42829938,no
567,15.46789263,23.20591245,no
567,17.06104474,18.28173015,no
567,21.32776028,19.87070659,no
567,23.90910104,18.67170854,no
567,23.89756791,21.17919701,no
567,22.98666928,18.72479695,no
567,21.35135729,24.36314135,no
567,24.1638445,20.39659714,no
567,24.62835037,21.21092266,no
865,21.02213209,19.63438599,no
865,17.30844532,22.42610972,no
865,23.82576704,23.10538637,no
865,19.30607278,18.29318436,no
865,16.03768615,21.07643273,no
865,19.18572809,18.8251973,no
865,19.92889503,21.47324158,no
865,19.56376468,23.2353604,no
865,18.31357543,19.2303162,no
865,20.10993761,19.17651433,no
865,23.60506572,18.15302753,no
865,19.73136909,23.61670065,no
865,20.93409877,20.81527638,no
774,18.78226261,24.54038287,no
774,36.51268371,20.31871249,no
774,36.89163721,24.45202552,no
774,29.23540524,18.37477907,no
774,27.33534897,21.59396123,no
774,21.0643684,24.87304788,no
774,30.33276599,18.09224048,no
774,31.80130272,21.14544088,no
774,33.18184225,19.68751084,no
774,29.38538562,19.7520218,no
774,30.27374995,24.84207559,no
774,25.45790488,24.25386207,no
774,33.80020039,23.75560241,no
774,28.69180475,20.70099804,no
774,31.24021696,18.93146941,no
774,28.98039357,23.22197648,no
774,27.32198928,21.0278674,no
774,21.47607807,24.96969858,no
774,18.31910448,18.57086554,no
638,36.97794384,24.92607153,no
638,24.80467592,19.90790546,no
638,19.3479443,24.96881755,no
638,28.88302142,22.89464642,no
638,19.54314136,20.4555596,no
638,24.7741949,19.38602098,no
638,18.33124824,22.3104551,no
638,19.14729038,21.98879437,no
638,28.23416057,19.37703396,no
638,30.11812084,20.51346956,no
638,33.4126864,24.03553105,no
638,24.18553163,22.89845607,no
638,26.88630675,22.7182355,no
638,31.33170829,18.22590825,no
638,23.30711818,24.91506728,no
638,23.45379018,21.27833035,no
638,34.53823889,22.77255917,no
512,19.50112224,18.97267518,no
512,28.76794904,22.27512704,no
512,30.97758716,24.35679348,no
512,18.39759147,19.60379304,no
512,35.09357419,20.18238348,no
512,34.93174223,23.02410338,no
512,29.50523036,18.86880997,no
512,34.51934775,24.13995025,no
512,28.43430726,21.35793891,no
512,18.41645629,24.90814655,no
512,31.07508973,21.43780702,no
512,20.89342749,23.77201471,no
512,30.90607799,18.48522915,no
602,27.9348279,20.74619325,no
602,35.95176642,22.74378977,no
602,19.54317155,20.57940608,no
602,19.63736208,22.91244883,no
602,31.2192752,19.27907819,no
602,33.50876355,18.18325169,no
602,24.80710166,24.93896255,no
602,36.20970524,20.01730914,no
602,30.50420876,24.75485098,no
589,26.01630259,23.96362799,no
589,31.48469278,22.33195853,no
589,33.15122581,20.83398341,no
589,23.50222822,21.79992115,no
589,34.87248659,24.67385131,no
589,28.09269012,24.32991649,no
589,24.54757829,23.22323766,no
589,33.64769646,21.90539577,no
589,20.5591255,24.89487354,no
589,19.95991719,24.89487354,no
589,28.87667593,24.89487354,no
589,36.04353699,24.89487354,no
589,23.6734328,24.89487354,no
589,25.74679443,24.89487354,no
589,31.08564994,19.27907819,no
589,18.72987676,24.32991649,no
589,29.50304807,20.01730914,no
589,20.43517772,19.27907819,no
589,36.00415838,22.74378977,no
404,31.46846241,22.77255917,no
506,36.30049702,18.97267518,no
435,29.49096726,22.27512704,no
435,30.5753044,24.35679348,no
435,24.69487673,19.60379304,no
435,23.17409556,20.18238348,no
435,19.04380471,23.02410338,no
435,29.32379604,18.86880997,no
435,34.6455408,24.13995025,no
435,21.9989826,21.35793891,no
435,22.99774444,24.90814655,no
456,30.55992394,21.43780702,no
456,31.46417866,23.77201471,no
456,25.95058595,18.48522915,no
456,21.01142393,20.74619325,no
456,19.25100056,22.74378977,no
456,19.24462755,20.57940608,no
456,22.47253208,22.91244883,no
568,36.75087487,19.27907819,no
568,19.89286629,18.18325169,no
568,29.37735586,24.93896255,no
568,29.65052947,20.01730914,no
568,19.54284889,24.75485098,no
568,20.04611791,23.96362799,no
568,27.91095209,22.33195853,no
456,27.32220619,20.83398341,no
784,28.66024187,21.79992115,no
896,29.02955344,24.67385131,no
896,27.78031515,24.32991649,no
896,31.99928579,23.22323766,no
896,27.33580911,21.90539577,no
896,28.92952635,24.89487354,no
896,27.65472156,21.1893007,no
896,28.52396666,20.24768314,no
896,31.02215872,21.1893007,no
201,25.74095321,16.98861173,yes
201,31.70447482,17.13159126,yes
201,24.47876451,15.40589717,yes
201,31.46511256,15.65809214,yes
201,25.60973447,19.56381041,yes
201,30.30260453,15.40312102,yes
201,28.17489437,16.60820843,yes
201,25.50634557,18.74926979,yes
201,31.12896766,18.90426935,yes
201,26.34043268,18.30968112,yes
201,28.23494706,19.33470387,yes
201,27.04453473,16.98861173,yes
201,25.16125354,17.13159126,yes
201,27.3179125,15.40589717,yes
201,25.4123765,15.65809214,yes
198,31.21629982,19.56381041,yes
198,30.573999,15.40312102,yes
198,25.42517036,16.60820843,yes
198,27.09400578,18.74926979,yes
198,24.30935081,18.90426935,yes
198,30.06142622,18.30968112,yes
198,28.09568993,19.33470387,yes
198,26.33908791,16.98861173,yes
198,28.61409059,17.13159126,yes
198,28.70012137,15.40589717,yes
198,24.21610338,15.65809214,yes
198,28.50677929,19.56381041,yes
198,25.97948991,15.40312102,yes
198,30.88482722,16.60820843,yes
198,25.5042419,18.74926979,yes
198,25.12528913,18.90426935,yes
198,27.10508014,18.30968112,yes
198,31.1006247,19.33470387,yes
198,26.45707778,16.98861173,yes
198,30.04132304,17.13159126,yes
346,27.77799528,15.40589717,no
346,30.99256944,15.65809214,no
346,26.4908332,19.56381041,no
346,31.96987867,15.40312102,no
346,25.36140526,16.60820843,no
346,25.54249137,18.74926979,no
346,28.99319096,18.90426935,no
346,29.34317422,18.30968112,no
304,28.63618921,19.33470387,no
304,24.83206631,16.98861173,no
304,25.44689075,17.13159126,no
304,31.01274943,15.40589717,no
304,27.06179658,15.65809214,no
304,27.0956288,19.56381041,no
304,28.56800579,15.40312102,no
304,28.79929247,16.60820843,no
304,27.94293692,18.74926979,no
304,30.47757686,18.90426935,no
304,30.58139475,18.30968112,no
304,26.85911286,19.33470387,no
498,26.31051759,16.98861173,no
498,28.77833449,17.13159126,no
498,28.90245417,15.40589717,no
498,29.37687468,15.65809214,no
498,24.17093241,19.56381041,no
498,26.65333029,15.40312102,no
498,28.19912143,16.60820843,no
498,28.76488954,18.74926979,no
498,29.3499706,18.90426935,no
498,28.00937423,18.30968112,no
498,26.85851927,19.33470387,no
147,31.2123945,16.98861173,yes
147,24.20422636,17.13159126,yes
147,29.98835437,15.40589717,yes
147,29.93964907,15.65809214,yes
147,31.2119298,19.56381041,yes
147,26.80474415,15.40312102,yes
147,31.49398069,16.60820843,yes
147,30.99694676,18.74926979,yes
147,29.61253065,18.90426935,yes
147,29.97604322,18.30968112,yes
103,30.88883074,19.33470387,yes
103,30.39321309,16.98861173,yes
103,30.43683729,17.13159126,yes
103,25.32688786,15.40589717,yes
103,30.53684308,15.65809214,yes
103,30.38257873,19.56381041,yes
103,24.01825377,15.40312102,yes
103,28.69841277,16.60820843,yes
103,29.33743412,18.74926979,yes
103,27.96583691,18.90426935,yes
103,24.86803974,18.30968112,yes
103,25.87682261,19.33470387,yes
98,31.01963639,16.98861173,yes
98,27.43329405,17.13159126,yes
98,28.3340432,15.40589717,yes
98,27.01470397,15.65809214,yes
98,28.17432665,19.56381041,yes
98,29.87888063,15.40312102,yes
98,29.89232778,16.60820843,yes
98,28.56212158,18.74926979,yes
98,27.53592929,18.90426935,yes
98,29.68361658,18.30968112,yes
98,28.14448546,19.33470387,yes
95,29.53037621,16.98861173,yes
95,27.88352946,17.13159126,yes
95,28.22471276,15.40589717,yes
95,29.008124,15.65809214,yes
95,29.75538903,19.56381041,yes
95,29.78416743,15.40312102,yes
95,27.8640132,16.60820843,yes
198,27.11026483,18.74926979,yes
198,27.11030369,18.90426935,yes
198,28.95451232,18.30968112,yes
198,29.21780035,19.33470387,yes
198,28.7420098,16.98861173,yes
198,29.65021184,17.13159126,yes
198,27.23924995,15.40589717,yes
198,28.95172351,15.65809214,yes
198,28.18837136,19.56381041,yes
198,28.30041493,15.40312102,yes
198,27.89636126,16.60820843,yes
198,28.6899851,18.74926979,yes
268,27.8262623,18.90426935,no
268,28.70562673,18.30968112,no
268,28.6362812,19.33470387,no
268,28.28511547,16.98861173,no
268,27.60887393,17.13159126,no
268,28.60901145,15.40589717,no
268,29.24598976,15.65809214,no
268,28.62911222,19.56381041,no
268,29.57329479,15.40312102,no
312,27.82684262,16.60820843,no
312,29.8757015,18.74926979,no
312,27.33684386,18.90426935,no
312,31.3,20,no
312,31.3,20,no
311,31.3,20,no
311,31.3,20,no
311,31.3,20,no
311,31.3,20,no
311,31.3,20,no
311,31.3,20,no
309,31.3,20,no
236,31.3,20,no
273,31.3,20,no
294,31.3,20,no
302,31.3,20,no
306,31.3,20,no
308,31.3,20,no
309,31.3,20,no
310,31.3,20,no
310,31.3,20,no
309,31.3,20,no
309,31.3,20,no
309,31.3,20,no
309,31.3,20,no
309,31.3,20,no
308,31.3,20,no
308,31.3,20,no
307,31.3,20,no
307,31.3,20,no
307,31.3,20,no
307,31.3,20,no
307,31.3,20,no
306,31.3,20,no
306,31.3,20,no
306,31.3,20,no
306,31.3,20,no
305,31.3,20,no
305,31.3,20,no
304,31.3,20,no
304,31.3,20,no
304,31.3,20,no
304,31.3,20,no
304,31.3,20,no
303,31.3,20,no
303,31.3,20,no
303,31.3,20,no
303,31.3,20,no
302,31.3,20,no
302,31.3,20,no
302,31.3,20,no
301,31.3,20,no
301,31.3,20,no
301,31.3,20,no
301,31.3,20,no
301,31.3,20,no
300,31.3,20,no
300,31.3,20,no
300,31.3,20,no
299,31.3,20,no
299,31.3,20,no
299,31.3,20,no
299,31.3,20,no
298,31.3,20,no
298,31.3,20,no
297,31.3,20,no
297,31.3,20,no
297,31.3,20,no
297,31.3,20,no
296,31.3,20,no
296,31.3,20,no
296,31.3,20,no
296,31.3,20,no
295,31.3,20,no
295,31.3,20,no
295,31.3,20,no
295,31.3,20,no
294,31.3,20,no
294,31.3,20,no
293,31.3,20,no
293,31.3,20,no
291,31.3,20,no
293,31.3,20,no
290,31.3,20,no
294,31.3,20,no
296,31.3,20,no
297,31.2,20,no
296,31.2,20,no
297,31.3,20,no
296,31.3,20,no
295,31.2,20,no
456,29.21780035,24.93896255,no
456,28.7420098,20.01730914,no
456,29.65021184,24.75485098,no
456,27.23924995,23.96362799,no
456,28.95172351,22.33195853,no
456,28.18837136,20.83398341,no
456,28.30041493,21.79992115,no
456,27.89636126,24.67385131,no
456,28.6899851,24.32991649,no
456,27.8262623,23.22323766,no
456,28.70562673,21.90539577,no
456,28.6362812,24.89487354,no
456,28.28511547,21.1893007,no
456,27.60887393,20.24768314,no
456,28.60901145,21.1893007,no
456,29.24598976,16.98861173,no
568,28.62911222,17.13159126,no
568,29.57329479,15.40589717,no
568,27.82684262,15.65809214,no
568,29.8757015,19.56381041,no
568,27.33684386,15.40312102,no
659,27.33684386,24.93896255,no
659,27.33684386,20.01730914,no
659,27.33684386,24.75485098,no
659,27.33684386,23.96362799,no
659,27.33684386,22.33195853,no
659,27.33684386,20.83398341,no
659,27.33684386,21.79992115,no
659,27.96583691,24.67385131,no
659,24.86803974,24.32991649,no
659,25.87682261,23.22323766,no
659,31.01963639,21.90539577,no
659,27.43329405,24.89487354,no
612,28.3340432,21.1893007,no
612,27.01470397,20.24768314,no
612,28.17432665,21.1893007,no
612,29.87888063,16.98861173,no
612,29.89232778,17.13159126,no
612,28.56212158,15.40589717,no
612,27.53592929,15.65809214,no
612,29.68361658,19.56381041,no
612,28.14448546,15.40312102,no
612,29.53037621,24.93896255,no
612,27.88352946,20.01730914,no
612,27.96583691,24.75485098,no
612,24.86803974,23.96362799,no
612,25.87682261,22.33195853,no
712,31.01963639,20.83398341,no
712,27.43329405,21.79992115,no
712,28.3340432,24.67385131,no
712,27.01470397,24.32991649,no
712,28.17432665,23.22323766,no
712,29.87888063,21.90539577,no
712,29.89232778,24.89487354,no
190,28.56212158,21.1893007,yes
190,27.53592929,20.24768314,yes
190,29.68361658,21.1893007,yes
190,28.14448546,16.98861173,yes
190,29.53037621,17.13159126,yes
190,27.88352946,15.40589717,yes
190,27.96583691,15.65809214,yes
190,24.86803974,19.56381041,yes
190,25.87682261,15.40312102,yes
124,31.01963639,20,yes
124,27.43329405,20,yes
124,28.3340432,20,yes
124,27.01470397,20,yes
124,28.17432665,20,yes
124,29.87888063,20,yes
124,29.89232778,20,yes
124,28.56212158,20,yes
124,27.53592929,20,yes
124,29.68361658,20,yes
124,28.14448546,20,yes
124,29.53037621,20,yes
124,27.88352946,20,yes
124,29.2935249,20,yes
156,29.41777805,20,yes
156,29.54203119,20,yes
156,29.66628434,20,yes
268,27.89636126,20,yes
268,28.6899851,20,yes
268,27.8262623,20,yes
268,28.70562673,20,yes
268,28.6362812,20,yes
241,28.28511547,15.65809214,yes
241,27.60887393,19.56381041,yes
241,28.60901145,15.40312102,yes
241,29.24598976,16.60820843,yes
241,28.62911222,18.74926979,yes
241,29.57329479,18.90426935,yes
